"VRSTA IZOBRAŽEVANJA","LETNIK","STAROST","2009/10 Spol - SKUPAJ","2009/10 Moški","2009/10 Ženske","2010/11 Spol - SKUPAJ","2010/11 Moški","2010/11 Ženske","2011/12 Spol - SKUPAJ","2011/12 Moški","2011/12 Ženske","2012/13 Spol - SKUPAJ","2012/13 Moški","2012/13 Ženske","2013/14 Spol - SKUPAJ","2013/14 Moški","2013/14 Ženske","2014/15 Spol - SKUPAJ","2014/15 Moški","2014/15 Ženske","2015/16 Spol - SKUPAJ","2015/16 Moški","2015/16 Ženske","2016/17 Spol - SKUPAJ","2016/17 Moški","2016/17 Ženske","2017/18 Spol - SKUPAJ","2017/18 Moški","2017/18 Ženske","2018/19 Spol - SKUPAJ","2018/19 Moški","2018/19 Ženske","2019/20 Spol - SKUPAJ","2019/20 Moški","2019/20 Ženske","2020/21 Spol - SKUPAJ","2020/21 Moški","2020/21 Ženske"
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","13 let ali manj",3,1,2,-,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","14 let",395,181,214,303,155,148,148,56,92,30,13,17,15,9,6,21,13,8,23,5,18,24,12,12,12,8,4,25,6,19,19,4,15,16,4,12
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","15 let",6898,3704,3194,6886,3750,3136,7025,3736,3289,6863,3629,3234,7273,3907,3366,7052,3782,3270,7498,3933,3565,7001,3692,3309,7161,3746,3415,6890,3600,3290,7135,3689,3446,7281,3852,3429
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","16 let",785,413,372,802,403,399,861,452,409,865,458,407,805,439,366,788,435,353,735,396,339,818,452,366,912,509,403,878,459,419,953,547,406,842,459,383
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","17 let",213,152,61,135,71,64,123,60,63,152,83,69,129,72,57,124,62,62,123,71,52,116,72,44,141,73,68,142,87,55,128,63,65,125,75,50
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","18 let",58,29,29,45,20,25,53,18,35,84,59,25,52,20,32,45,13,32,46,26,20,43,22,21,39,18,21,39,21,18,32,18,14,35,18,17
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","19 let",20,11,9,29,15,14,21,15,6,22,8,14,21,9,12,25,10,15,17,8,9,16,8,8,18,6,12,13,6,7,6,2,4,8,2,6
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","20 let",15,7,8,23,12,11,8,5,3,11,6,5,9,4,5,9,3,6,9,5,4,11,4,7,8,3,5,6,3,3,2,1,1,5,3,2
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","21 let in veè",18,9,9,26,16,10,10,6,4,31,19,12,28,18,10,27,11,16,25,13,12,20,9,11,17,7,10,10,3,7,8,2,6,1,-,1
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","Starost - Skupaj",7910,4182,3728,7868,4171,3697,7706,4114,3592,7742,4055,3687,7630,3968,3662,7878,4143,3735,7667,4049,3618,7979,4131,3848,7719,4030,3689,7826,4085,3741,7435,3810,3625,7847,4036,3811
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","13 let ali manj",-,-,-,1,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","14 let",10,4,6,2,-,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","15 let",448,173,275,331,145,186,479,341,138,141,54,87,32,11,21,16,10,6,22,13,9,21,7,14,22,10,12,10,7,3,26,6,20,17,2,15
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","16 let",6362,3423,2939,6174,3288,2886,6048,3159,2889,6416,3358,3058,6413,3341,3072,6721,3524,3197,6548,3441,3107,6904,3538,3366,6574,3420,3154,6618,3434,3184,6339,3215,3124,6790,3459,3331
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","17 let",886,461,425,1044,530,514,943,490,453,981,534,447,956,502,454,923,485,438,881,490,391,853,476,377,939,521,418,1013,567,446,917,509,408,918,516,402
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","18 let",145,89,56,254,178,76,147,83,64,148,79,69,176,88,88,157,90,67,145,71,74,136,77,59,124,51,73,131,58,73,120,69,51,100,47,53
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","19 let",35,22,13,49,24,25,48,18,30,36,18,18,31,14,17,41,22,19,50,22,28,36,17,19,38,20,18,34,12,22,29,10,19,16,9,7
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","20 let",14,5,9,8,4,4,20,9,11,11,5,6,12,6,6,9,6,3,14,8,6,18,7,11,9,2,7,13,4,9,2,-,2,1,1,-
"…srednje tehniško in dr. strokovno (4-letni program)","2. letnik","21 let in veè",10,5,5,5,2,3,18,11,7,8,6,2,10,6,4,11,6,5,7,4,3,11,9,2,13,6,7,7,3,4,2,1,1,5,2,3
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","Starost - Skupaj",7354,3881,3473,7543,3925,3618,7478,3945,3533,7440,3933,3507,7423,3880,3543,7382,3804,3578,7617,3982,3635,7320,3815,3505,7650,3925,3725,7386,3838,3548,7533,3919,3614,7271,3718,3553
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","13 let ali manj",-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","14 let",1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","15 let",6,3,3,22,18,4,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","16 let",423,188,235,517,261,256,337,153,184,280,143,137,167,74,93,31,10,21,16,10,6,19,10,9,20,6,14,19,8,11,13,10,3,26,7,19
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","17 let",5766,3051,2715,5834,3062,2772,5871,3125,2746,5862,3094,2768,6039,3146,2893,6139,3157,2982,6411,3322,3089,6200,3202,2998,6600,3345,3255,6268,3217,3051,6320,3242,3078,6196,3122,3074
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","18 let",971,528,443,968,467,501,1058,551,507,1058,580,478,982,533,449,996,530,466,964,531,433,885,500,385,859,489,370,941,538,403,1030,587,443,901,506,395
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","19 let",143,89,54,157,96,61,158,87,71,153,84,69,166,94,72,151,81,70,148,86,62,142,73,69,124,64,60,119,57,62,132,65,67,118,70,48
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","20 let",35,16,19,31,17,14,42,22,20,45,13,32,44,23,21,32,16,16,47,23,24,48,19,29,28,15,13,32,15,17,29,11,18,24,11,13
"…srednje tehniško in dr. strokovno (4-letni program)","3. letnik","21 let in veè",9,5,4,13,4,9,11,7,4,42,19,23,25,10,15,33,10,23,31,10,21,26,11,15,19,6,13,7,3,4,9,4,5,6,2,4
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","Starost - Skupaj",7235,3799,3436,7051,3685,3366,7104,3617,3487,7120,3704,3416,7096,3706,3390,7078,3634,3444,7055,3593,3462,7361,3808,3553,7119,3656,3463,7379,3725,3654,7179,3669,3510,7438,3849,3589
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","13 let ali manj",-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","14 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","16 let",1,1,-,4,2,2,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","17 let",404,184,220,541,278,263,393,177,216,305,124,181,263,133,130,133,46,87,32,12,20,16,11,5,19,10,9,23,8,15,19,8,11,10,7,3
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","18 let",5475,2891,2584,5307,2783,2524,5712,2914,2798,5730,2966,2764,5538,2869,2669,5811,2976,2835,5910,3000,2910,6163,3148,3015,6005,3051,2954,6360,3173,3187,6019,3050,2969,6198,3154,3044
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","19 let",1108,568,540,915,500,415,833,430,403,857,482,375,1064,586,478,920,500,420,904,478,426,954,530,424,882,493,389,817,454,363,958,524,434,1035,582,453
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","20 let",183,119,64,228,90,138,125,72,53,178,103,75,174,99,75,153,83,70,148,78,70,158,90,68,147,75,72,144,73,71,143,69,74,143,78,65
"…srednje tehniško in dr. strokovno (4-letni program)","4. letnik","21 let in veè",64,36,28,56,32,24,41,24,17,47,28,19,57,19,38,61,29,32,61,25,36,70,29,41,66,27,39,35,17,18,40,18,22,52,28,24
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","Starost - Skupaj",6,4,2,4,2,2,4,2,2,5,2,3,2,1,1,4,1,3,3,2,1,5,5,-,2,2,-,3,3,-,5,5,-,4,3,1
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","13 let ali manj",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","14 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","16 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","17 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","18 let",-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","19 let",3,3,-,2,-,2,1,1,-,2,1,1,1,-,1,3,1,2,2,2,-,2,2,-,1,1,-,-,-,-,2,2,-,1,-,1
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","20 let",2,1,1,1,1,-,2,1,1,3,1,2,1,1,-,-,-,-,-,-,-,2,2,-,1,1,-,3,3,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","5. letnik","21 let in veè",1,-,1,-,-,-,1,-,1,-,-,-,-,-,-,1,-,1,1,-,1,1,1,-,-,-,-,-,-,-,3,3,-,3,3,-
"…poklicno tehniško","Vsi letniki - SKUPAJ","Starost - Skupaj",5245,3462,1783,4839,3387,1452,4386,3084,1302,3955,2822,1133,3823,2749,1074,3655,2646,1009,3484,2534,950,3421,2451,970,3397,2448,949,3492,2538,954,3599,2623,976,3799,2788,1011
"…poklicno tehniško","Vsi letniki - SKUPAJ","13 let ali manj",-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","Vsi letniki - SKUPAJ","14 let",3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","Vsi letniki - SKUPAJ","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","Vsi letniki - SKUPAJ","16 let",1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","Vsi letniki - SKUPAJ","17 let",92,63,29,99,62,37,66,45,21,64,50,14,44,28,16,26,17,9,10,9,1,1,1,-,4,3,1,9,6,3,7,6,1,3,2,1
"…poklicno tehniško","Vsi letniki - SKUPAJ","18 let",1763,1237,526,1706,1261,445,1539,1142,397,1450,1106,344,1521,1125,396,1386,1073,313,1323,996,327,1347,996,351,1349,1021,328,1391,1042,349,1475,1108,367,1518,1135,383
"…poklicno tehniško","Vsi letniki - SKUPAJ","19 let",2163,1398,765,1922,1345,577,1766,1248,518,1542,1119,423,1485,1113,372,1547,1104,443,1442,1068,374,1392,1010,382,1414,1009,405,1443,1076,367,1454,1088,366,1628,1208,420
"…poklicno tehniško","Vsi letniki - SKUPAJ","20 let",747,473,274,649,423,226,636,414,222,534,339,195,455,308,147,445,301,144,465,310,155,467,309,158,405,275,130,414,273,141,425,288,137,448,319,129
"…poklicno tehniško","Vsi letniki - SKUPAJ","21 let in veè",476,290,186,461,294,167,379,235,144,365,208,157,318,175,143,251,151,100,244,151,93,214,135,79,225,140,85,235,141,94,238,133,105,202,124,78
"…poklicno tehniško","1. letnik","Starost - Skupaj",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","1. letnik","13 let ali manj",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","1. letnik","14 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","1. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","1. letnik","16 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","1. letnik","17 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","1. letnik","18 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","1. letnik","19 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","1. letnik","20 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","1. letnik","21 let in veè",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","Starost - Skupaj",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","13 let ali manj",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","14 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","16 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","17 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","18 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","19 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","20 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","2. letnik","21 let in veè",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","Starost - Skupaj",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","13 let ali manj",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","14 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","16 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","17 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","18 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","19 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","20 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","3. letnik","21 let in veè",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","4. letnik","Starost - Skupaj",2872,2006,866,2753,1986,767,2446,1777,669,2286,1674,612,2280,1672,608,2138,1591,547,2056,1515,541,2039,1474,565,1983,1448,535,2018,1469,549,2069,1529,540,2204,1623,581
"…poklicno tehniško","4. letnik","13 let ali manj",-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","4. letnik","14 let",3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","4. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","4. letnik","16 let",1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…poklicno tehniško","4. letnik","17 let",90,63,27,86,59,27,66,45,21,64,50,14,43,27,16,26,17,9,10,9,1,1,1,-,4,3,1,9,6,3,7,6,1,3,2,1
"…poklicno tehniško","4. letnik","18 let",1635,1170,465,1615,1194,421,1459,1088,371,1401,1075,326,1470,1087,383,1352,1054,298,1306,988,318,1340,990,350,1349,1021,328,1389,1040,349,1469,1104,365,1512,1130,382
"…poklicno tehniško","4. letnik","19 let",691,458,233,667,482,185,551,400,151,471,341,130,461,361,100,482,347,135,482,342,140,440,311,129,404,282,122,407,289,118,396,296,100,470,351,119
